id,ra,dec,rad,tmin,duration,caldb,irf,emin,emax
000494,275.9003,-15.3847,  5.0000,665020800.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
000495,275.9751,-15.2486,  5.0000,665022720.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
000496,276.0498,-15.1124,  5.0000,665024640.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
000497,276.1244,-14.9763,  5.0000,665026560.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
000498,276.1989,-14.8401,  5.0000,665028480.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
000499,276.2733,-14.7039,  5.0000,665030400.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
000500,276.3477,-14.5677,  5.0000,665032320.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
000501,276.4219,-14.4314,  5.0000,665034240.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
000502,276.4961,-14.2951,  5.0000,665036160.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
000503,276.5702,-14.1589,  5.0000,665038080.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
000504,276.6442,-14.0226,  5.0000,665040000.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
000505,276.7181,-13.8862,  5.0000,665041920.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
000506,276.7919,-13.7499,  5.0000,665043840.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
000507,276.8657,-13.6135,  5.0000,665045760.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
000508,276.9394,-13.4772,  5.0000,665047680.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
000509,277.0130,-13.3408,  5.0000,665049600.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
000510,277.0865,-13.2044,  5.0000,665051520.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
000511,277.1599,-13.0679,  5.0000,665053440.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
000512,277.2333,-12.9315,  5.0000,665055360.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
000513,277.3066,-12.7950,  5.0000,665107200.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
000514,277.3799,-12.6585,  5.0000,665109120.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
000515,277.4530,-12.5220,  5.0000,665111040.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
000516,277.5261,-12.3855,  5.0000,665112960.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
000517,277.5991,-12.2490,  5.0000,665114880.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
000518,277.6721,-12.1124,  5.0000,665116800.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
000519,277.7449,-11.9759,  5.0000,665118720.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
000520,277.8177,-11.8393,  5.0000,665120640.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
000521,277.8905,-11.7027,  5.0000,665122560.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
000522,277.9632,-11.5661,  5.0000,665124480.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
000523,278.0358,-11.4295,  5.0000,665126400.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
000524,278.1083,-11.2928,  5.0000,665128320.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
000525,278.1808,-11.1562,  5.0000,665130240.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
000526,278.2532,-11.0195,  5.0000,665132160.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
000527,278.3256,-10.8828,  5.0000,665134080.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
000528,278.3979,-10.7461,  5.0000,665136000.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
000529,278.4702,-10.6094,  5.0000,665137920.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
000530,278.5424,-10.4727,  5.0000,665139840.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
000531,278.6145,-10.3360,  5.0000,665141760.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
000532,278.6866,-10.1992,  5.0000,665193600.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
000533,278.7586,-10.0625,  5.0000,665195520.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
000534,278.8305, -9.9257,  5.0000,665197440.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
000535,278.9025, -9.7889,  5.0000,665199360.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
000536,278.9743, -9.6521,  5.0000,665201280.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
000537,279.0461, -9.5153,  5.0000,665203200.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
000538,279.1179, -9.3785,  5.0000,665205120.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
000539,279.1896, -9.2417,  5.0000,665207040.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
000540,279.2612, -9.1048,  5.0000,665208960.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
000541,279.3328, -8.9680,  5.0000,665210880.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
000542,279.4044, -8.8311,  5.0000,665212800.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
000543,279.4759, -8.6942,  5.0000,665214720.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
000544,279.5474, -8.5574,  5.0000,665216640.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
000545,279.6188, -8.4205,  5.0000,665218560.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
000546,279.6902, -8.2836,  5.0000,665220480.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
000547,279.7615, -8.1467,  5.0000,665222400.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
000548,279.8328, -8.0097,  5.0000,665224320.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
000549,279.9040, -7.8728,  5.0000,665226240.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
000550,279.9753, -7.7359,  5.0000,665228160.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
000551,280.0464, -7.5989,  5.0000,665280000.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
000552,280.1176, -7.4620,  5.0000,665281920.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
000553,280.1886, -7.3250,  5.0000,665283840.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
000554,280.2597, -7.1880,  5.0000,665285760.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
000555,280.3307, -7.0510,  5.0000,665287680.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
000556,280.4017, -6.9141,  5.0000,665289600.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
000557,280.4727, -6.7771,  5.0000,665291520.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
000558,280.5436, -6.6401,  5.0000,665293440.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
000559,280.6144, -6.5031,  5.0000,665295360.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
000560,280.6853, -6.3660,  5.0000,665297280.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
000561,280.7561, -6.2290,  5.0000,665299200.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
000562,280.8269, -6.0920,  5.0000,665301120.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
000563,280.8976, -5.9550,  5.0000,665303040.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
000564,280.9684, -5.8179,  5.0000,665304960.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
000565,281.0391, -5.6809,  5.0000,665306880.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
000566,281.1097, -5.5438,  5.0000,665308800.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
000567,281.1804, -5.4068,  5.0000,665310720.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
000568,281.2510, -5.2697,  5.0000,665312640.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
000569,281.3216, -5.1326,  5.0000,665314560.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
000570,281.3922, -4.9956,  5.0000,665366400.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
000571,281.4627, -4.8585,  5.0000,665368320.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
000572,281.5332, -4.7214,  5.0000,665370240.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
000573,281.6037, -4.5843,  5.0000,665372160.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
000574,281.6742, -4.4472,  5.0000,665374080.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
000575,281.7447, -4.3102,  5.0000,665376000.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
000576,281.8151, -4.1731,  5.0000,665377920.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
000577,281.8856, -4.0360,  5.0000,665379840.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
000578,281.9560, -3.8989,  5.0000,665381760.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
000579,282.0264, -3.7618,  5.0000,665383680.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
000580,282.0967, -3.6247,  5.0000,665385600.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
000581,282.1671, -3.4876,  5.0000,665387520.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
000582,282.2374, -3.3505,  5.0000,665389440.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
000583,282.3078, -3.2133,  5.0000,665391360.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
000584,282.3781, -3.0762,  5.0000,665393280.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
000585,282.4484, -2.9391,  5.0000,665395200.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
000586,282.5187, -2.8020,  5.0000,665397120.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
000587,282.5890, -2.6649,  5.0000,665399040.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
000588,282.6593, -2.5278,  5.0000,665400960.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
000589,282.7295, -2.3907,  5.0000,665452800.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
000590,282.7998, -2.2535,  5.0000,665454720.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
000591,282.8700, -2.1164,  5.0000,665456640.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
000592,282.9403, -1.9793,  5.0000,665458560.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
000593,283.0105, -1.8422,  5.0000,665460480.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
000594,283.0808, -1.7051,  5.0000,665462400.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
000595,283.1510, -1.5680,  5.0000,665464320.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
000596,283.2212, -1.4308,  5.0000,665466240.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
000597,283.2915, -1.2937,  5.0000,665468160.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
000598,283.3617, -1.1566,  5.0000,665470080.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
000599,283.4319, -1.0195,  5.0000,665472000.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
000600,283.5021, -0.8824,  5.0000,665473920.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
000601,283.5724, -0.7453,  5.0000,665475840.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
000602,283.6426, -0.6082,  5.0000,665477760.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
000603,283.7128, -0.4711,  5.0000,665479680.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
000604,283.7831, -0.3340,  5.0000,665481600.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
000605,283.8533, -0.1969,  5.0000,665483520.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
000606,283.9236, -0.0598,  5.0000,665485440.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
000607,283.9938,  0.0773,  5.0000,665487360.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
000608,284.0641,  0.2144,  5.0000,665539200.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
000609,284.1343,  0.3515,  5.0000,665541120.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
000610,284.2046,  0.4886,  5.0000,665543040.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
000611,284.2749,  0.6256,  5.0000,665544960.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
000612,284.3452,  0.7627,  5.0000,665546880.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
000613,284.4155,  0.8998,  5.0000,665548800.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
000614,284.4858,  1.0368,  5.0000,665550720.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
000615,284.5561,  1.1739,  5.0000,665552640.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
000616,284.6265,  1.3109,  5.0000,665554560.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
000617,284.6968,  1.4480,  5.0000,665556480.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
000618,284.7672,  1.5850,  5.0000,665558400.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
000619,284.8376,  1.7221,  5.0000,665560320.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
000620,284.9080,  1.8591,  5.0000,665562240.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
000621,284.9784,  1.9961,  5.0000,665564160.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
000622,285.0489,  2.1332,  5.0000,665566080.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
000623,285.1193,  2.2702,  5.0000,665568000.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
000624,285.1898,  2.4072,  5.0000,665569920.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
000625,285.2603,  2.5442,  5.0000,665571840.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
000626,285.3308,  2.6812,  5.0000,665573760.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
000627,285.4013,  2.8182,  5.0000,665625600.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
000628,285.4719,  2.9551,  5.0000,665627520.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
000629,285.5425,  3.0921,  5.0000,665629440.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
000630,285.6131,  3.2291,  5.0000,665631360.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
000631,285.6837,  3.3660,  5.0000,665633280.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
000632,285.7544,  3.5030,  5.0000,665635200.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
000633,285.8251,  3.6399,  5.0000,665637120.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
000634,285.8958,  3.7768,  5.0000,665639040.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
000635,285.9665,  3.9138,  5.0000,665640960.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
000636,286.0373,  4.0507,  5.0000,665642880.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
000637,286.1081,  4.1876,  5.0000,665644800.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
000638,286.1790,  4.3245,  5.0000,665646720.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
000639,286.2498,  4.4613,  5.0000,665648640.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
000640,286.3207,  4.5982,  5.0000,665650560.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
000641,286.3917,  4.7351,  5.0000,665652480.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
000642,286.4626,  4.8719,  5.0000,665654400.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
000643,286.5336,  5.0088,  5.0000,665656320.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
000644,286.6047,  5.1456,  5.0000,665658240.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
000645,286.6758,  5.2824,  5.0000,665660160.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
000646,286.7469,  5.4192,  5.0000,665712000.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
000647,286.8180,  5.5560,  5.0000,665713920.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
000648,286.8892,  5.6928,  5.0000,665715840.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
000649,286.9604,  5.8296,  5.0000,665717760.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
000650,287.0317,  5.9663,  5.0000,665719680.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
000651,287.1030,  6.1031,  5.0000,665721600.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
000652,287.1744,  6.2398,  5.0000,665723520.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
000653,287.2458,  6.3765,  5.0000,665725440.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
000654,287.3172,  6.5132,  5.0000,665727360.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
000655,287.3887,  6.6499,  5.0000,665729280.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
000656,287.4603,  6.7866,  5.0000,665731200.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
000657,287.5319,  6.9233,  5.0000,665733120.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
000658,287.6035,  7.0599,  5.0000,665735040.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
000659,287.6752,  7.1966,  5.0000,665736960.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
000660,287.7469,  7.3332,  5.0000,665738880.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
000661,287.8187,  7.4698,  5.0000,665740800.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
000662,287.8905,  7.6064,  5.0000,665742720.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
000663,287.9624,  7.7430,  5.0000,665744640.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
000664,288.0343,  7.8796,  5.0000,665746560.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
000665,288.1063,  8.0161,  5.0000,665798400.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
000666,288.1784,  8.1526,  5.0000,665800320.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
000667,288.2505,  8.2892,  5.0000,665802240.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
000668,288.3226,  8.4257,  5.0000,665804160.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
000669,288.3948,  8.5622,  5.0000,665806080.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
000670,288.4671,  8.6986,  5.0000,665808000.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
000671,288.5394,  8.8351,  5.0000,665809920.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
000672,288.6118,  8.9715,  5.0000,665811840.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
000673,288.6843,  9.1079,  5.0000,665813760.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
000674,288.7568,  9.2443,  5.0000,665815680.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
000675,288.8294,  9.3807,  5.0000,665817600.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
000676,288.9020,  9.5171,  5.0000,665819520.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
000677,288.9747,  9.6534,  5.0000,665821440.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
000678,289.0475,  9.7897,  5.0000,665823360.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
000679,289.1203,  9.9261,  5.0000,665825280.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
000680,289.1932, 10.0623,  5.0000,665827200.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
000681,289.2662, 10.1986,  5.0000,665829120.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
000682,289.3392, 10.3349,  5.0000,665831040.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
000683,289.4123, 10.4711,  5.0000,665832960.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
000684,289.4855, 10.6073,  5.0000,665884800.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
000685,289.5588, 10.7435,  5.0000,665886720.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
000686,289.6321, 10.8797,  5.0000,665888640.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
000687,289.7055, 11.0158,  5.0000,665890560.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
000688,289.7790, 11.1519,  5.0000,665892480.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
000689,289.8525, 11.2881,  5.0000,665894400.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
000690,289.9261, 11.4241,  5.0000,665896320.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
000691,289.9998, 11.5602,  5.0000,665898240.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
000692,290.0736, 11.6962,  5.0000,665900160.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
000693,290.1475, 11.8323,  5.0000,665902080.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
000694,290.2214, 11.9683,  5.0000,665904000.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
000695,290.2954, 12.1042,  5.0000,665905920.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
000696,290.3695, 12.2402,  5.0000,665907840.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
000697,290.4437, 12.3761,  5.0000,665909760.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
000698,290.5179, 12.5120,  5.0000,665911680.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
000699,290.5923, 12.6479,  5.0000,665913600.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
000700,290.6667, 12.7838,  5.0000,665915520.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
000701,290.7413, 12.9196,  5.0000,665917440.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
000702,290.8159, 13.0554,  5.0000,665919360.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
000703,290.8906, 13.1912,  5.0000,665971200.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
000704,290.9653, 13.3270,  5.0000,665973120.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
000705,291.0402, 13.4627,  5.0000,665975040.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
000706,291.1152, 13.5984,  5.0000,665976960.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
000707,291.1903, 13.7341,  5.0000,665978880.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
000708,291.2654, 13.8697,  5.0000,665980800.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
000709,291.3407, 14.0054,  5.0000,665982720.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
000710,291.4160, 14.1410,  5.0000,665984640.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
000711,291.4914, 14.2765,  5.0000,665986560.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
000712,291.5670, 14.4121,  5.0000,665988480.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
000713,291.6426, 14.5476,  5.0000,665990400.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
000714,291.7183, 14.6831,  5.0000,665992320.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
000715,291.7942, 14.8186,  5.0000,665994240.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
000716,291.8701, 14.9540,  5.0000,665996160.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
000717,291.9462, 15.0894,  5.0000,665998080.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
000718,292.0223, 15.2248,  5.0000,666000000.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
000719,292.0985, 15.3602,  5.0000,666001920.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
000720,292.1749, 15.4955,  5.0000,666003840.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
000721,292.2514, 15.6308,  5.0000,666005760.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
000722,292.3279, 15.7660,  5.0000,666057600.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
000723,292.4046, 15.9013,  5.0000,666059520.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
000724,292.4814, 16.0365,  5.0000,666061440.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
000725,292.5583, 16.1717,  5.0000,666063360.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
000726,292.6353, 16.3068,  5.0000,666065280.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
000727,292.7124, 16.4419,  5.0000,666067200.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
000728,292.7896, 16.5770,  5.0000,666069120.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
000729,292.8670, 16.7120,  5.0000,666071040.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
000730,292.9444, 16.8470,  5.0000,666072960.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
000731,293.0220, 16.9820,  5.0000,666074880.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
000732,293.0997, 17.1170,  5.0000,666076800.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
000733,293.1775, 17.2519,  5.0000,666078720.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
000734,293.2555, 17.3868,  5.0000,666080640.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
000735,293.3335, 17.5216,  5.0000,666082560.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
000736,293.4117, 17.6564,  5.0000,666084480.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
000737,293.4900, 17.7912,  5.0000,666086400.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
000738,293.5685, 17.9260,  5.0000,666088320.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
