id,ra,dec,rad,tmin,duration,caldb,irf,emin,emax
001717,170.4480,-62.0402,  5.0000,670563840.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
001718,171.1230,-62.1523,  5.0000,670565760.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
001719,171.8029,-62.2612,  5.0000,670567680.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
001720,172.4877,-62.3667,  5.0000,670569600.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
001721,173.1771,-62.4689,  5.0000,670571520.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
001722,173.8712,-62.5677,  5.0000,670573440.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
001723,174.5699,-62.6630,  5.0000,670575360.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
001724,175.2729,-62.7549,  5.0000,670577280.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
001725,175.9803,-62.8433,  5.0000,670579200.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
001726,176.6918,-62.9282,  5.0000,670581120.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
001727,177.4073,-63.0094,  5.0000,670583040.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
001728,178.1267,-63.0871,  5.0000,670584960.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
001729,178.8499,-63.1612,  5.0000,670636800.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
001730,179.5767,-63.2316,  5.0000,670638720.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
001731,180.3069,-63.2983,  5.0000,670640640.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
001732,181.0403,-63.3613,  5.0000,670642560.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
001733,181.7769,-63.4205,  5.0000,670644480.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
001734,182.5165,-63.4760,  5.0000,670646400.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
001735,183.2588,-63.5276,  5.0000,670648320.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
001736,184.0037,-63.5755,  5.0000,670650240.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
001737,184.7509,-63.6195,  5.0000,670652160.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
001738,185.5004,-63.6596,  5.0000,670654080.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
001739,186.2519,-63.6959,  5.0000,670656000.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
001740,116.9887,-23.5465,  5.0000,670657920.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
001741,117.1738,-23.8357,  5.0000,670659840.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
001742,117.3597,-24.1247,  5.0000,670661760.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
001743,117.5464,-24.4134,  5.0000,670663680.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
001744,117.7341,-24.7019,  5.0000,670665600.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
001745,117.9226,-24.9901,  5.0000,670667520.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
001746,118.1121,-25.2781,  5.0000,670669440.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
001747,118.3025,-25.5658,  5.0000,670671360.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
001748,118.4938,-25.8533,  5.0000,670723200.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
001749,118.6861,-26.1405,  5.0000,670725120.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
001750,118.8794,-26.4274,  5.0000,670727040.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
001751,119.0737,-26.7140,  5.0000,670728960.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
001752,119.2690,-27.0004,  5.0000,670730880.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
001753,119.4654,-27.2865,  5.0000,670732800.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
001754,119.6627,-27.5722,  5.0000,670734720.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
001755,119.8612,-27.8577,  5.0000,670736640.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
001756,120.0607,-28.1429,  5.0000,670738560.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
001757,120.2613,-28.4277,  5.0000,670740480.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
001758,120.4630,-28.7123,  5.0000,670742400.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
001759,120.6659,-28.9965,  5.0000,670744320.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
001760,120.8699,-29.2804,  5.0000,670746240.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
001761,121.0751,-29.5640,  5.0000,670748160.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
001762,121.2815,-29.8472,  5.0000,670750080.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
001763,121.4890,-30.1301,  5.0000,670752000.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
001764,121.6978,-30.4127,  5.0000,670753920.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
001765,121.9079,-30.6949,  5.0000,670755840.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
001766,122.1192,-30.9767,  5.0000,670757760.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
001767,122.3318,-31.2582,  5.0000,670809600.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
001768,122.5457,-31.5393,  5.0000,670811520.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
001769,122.7609,-31.8201,  5.0000,670813440.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
001770,122.9774,-32.1004,  5.0000,670815360.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
001771,123.1954,-32.3804,  5.0000,670817280.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
001772,123.4147,-32.6600,  5.0000,670819200.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
001773,123.6354,-32.9391,  5.0000,670821120.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
001774,123.8576,-33.2179,  5.0000,670823040.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
001775,124.0812,-33.4962,  5.0000,670824960.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
001776,124.3063,-33.7741,  5.0000,670826880.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
001777,124.5328,-34.0516,  5.0000,670828800.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
001778,124.7609,-34.3287,  5.0000,670830720.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
001779,124.9906,-34.6053,  5.0000,670832640.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
001780,125.2218,-34.8814,  5.0000,670834560.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
001781,125.4546,-35.1571,  5.0000,670836480.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
001782,125.6890,-35.4324,  5.0000,670838400.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
001783,125.9251,-35.7071,  5.0000,670840320.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
001784,126.1628,-35.9814,  5.0000,670842240.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
001785,126.4022,-36.2552,  5.0000,670844160.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
001786,126.6433,-36.5284,  5.0000,670896000.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
001787,126.8862,-36.8012,  5.0000,670897920.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
001788,127.1308,-37.0735,  5.0000,670899840.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
001789,127.3773,-37.3452,  5.0000,670901760.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
001790,127.6255,-37.6164,  5.0000,670903680.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
001791,127.8756,-37.8870,  5.0000,670905600.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
001792,128.1276,-38.1571,  5.0000,670907520.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
001793,128.3815,-38.4266,  5.0000,670909440.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
001794,128.6373,-38.6956,  5.0000,670911360.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
001795,128.8951,-38.9640,  5.0000,670913280.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
001796,129.1549,-39.2318,  5.0000,670915200.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
001797,129.4167,-39.4990,  5.0000,670917120.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
001798,129.6805,-39.7655,  5.0000,670919040.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
001799,129.9465,-40.0315,  5.0000,670920960.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
001800,130.2145,-40.2968,  5.0000,670922880.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
001801,130.4847,-40.5615,  5.0000,670924800.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
001802,130.7571,-40.8255,  5.0000,670926720.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
001803,131.0317,-41.0889,  5.0000,670928640.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
001804,131.3085,-41.3515,  5.0000,670930560.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
001805,131.5876,-41.6135,  5.0000,670982400.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
001806,131.8690,-41.8748,  5.0000,670984320.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
001807,132.1528,-42.1354,  5.0000,670986240.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
001808,132.4389,-42.3952,  5.0000,670988160.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
001809,132.7275,-42.6543,  5.0000,670990080.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
001810,133.0185,-42.9127,  5.0000,670992000.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
001811,133.3119,-43.1703,  5.0000,670993920.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
001812,133.6079,-43.4271,  5.0000,670995840.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
001813,133.9064,-43.6831,  5.0000,670997760.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
001814,134.2076,-43.9383,  5.0000,670999680.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
001815,134.5113,-44.1927,  5.0000,671001600.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
001816,134.8178,-44.4463,  5.0000,671003520.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
001817,135.1269,-44.6990,  5.0000,671005440.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
001818,135.4387,-44.9509,  5.0000,671007360.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
001819,135.7534,-45.2018,  5.0000,671009280.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
001820,136.0709,-45.4519,  5.0000,671011200.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
001821,136.3912,-45.7011,  5.0000,671013120.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
001822,136.7144,-45.9493,  5.0000,671015040.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
001823,137.0406,-46.1966,  5.0000,671016960.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
001824,137.3697,-46.4430,  5.0000,671068800.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
001825,137.7018,-46.6883,  5.0000,671070720.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
001826,138.0371,-46.9327,  5.0000,671072640.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
001827,138.3754,-47.1761,  5.0000,671074560.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
001828,138.7169,-47.4184,  5.0000,671076480.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
001829,139.0615,-47.6597,  5.0000,671078400.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
001830,139.4094,-47.8999,  5.0000,671080320.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
001831,139.7605,-48.1391,  5.0000,671082240.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
001832,140.1150,-48.3771,  5.0000,671084160.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
001833,140.4728,-48.6140,  5.0000,671086080.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
001834,140.8341,-48.8498,  5.0000,671088000.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
001835,141.1987,-49.0844,  5.0000,671089920.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
001836,141.5669,-49.3178,  5.0000,671091840.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
001837,141.9386,-49.5501,  5.0000,671093760.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
001838,142.3139,-49.7810,  5.0000,671095680.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
001839,142.6928,-50.0108,  5.0000,671097600.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
001840,143.0753,-50.2393,  5.0000,671099520.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
001841,143.4616,-50.4665,  5.0000,671101440.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
001842,143.8516,-50.6923,  5.0000,671103360.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
001843,144.2454,-50.9169,  5.0000,671155200.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
001844,144.6431,-51.1400,  5.0000,671157120.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
001845,145.0446,-51.3618,  5.0000,671159040.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
001846,145.4501,-51.5822,  5.0000,671160960.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
001847,145.8596,-51.8011,  5.0000,671162880.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
001848,146.2731,-52.0186,  5.0000,671164800.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
001849,146.6906,-52.2346,  5.0000,671166720.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
001850,147.1122,-52.4490,  5.0000,671168640.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
001851,147.5380,-52.6620,  5.0000,671170560.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
001852,147.9680,-52.8734,  5.0000,671172480.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
001853,148.4022,-53.0831,  5.0000,671174400.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
001854,148.8407,-53.2913,  5.0000,671176320.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
001855,149.2835,-53.4978,  5.0000,671178240.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
001856,149.7306,-53.7026,  5.0000,671180160.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
001857,150.1821,-53.9057,  5.0000,671182080.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
001858,150.6381,-54.1071,  5.0000,671184000.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
001859,151.0985,-54.3067,  5.0000,671185920.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
001860,151.5634,-54.5045,  5.0000,671187840.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
001861,152.0329,-54.7005,  5.0000,671189760.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
001862,152.5069,-54.8946,  5.0000,671241600.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
001863,152.9855,-55.0869,  5.0000,671243520.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
001864,153.4688,-55.2772,  5.0000,671245440.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
001865,153.9567,-55.4655,  5.0000,671247360.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
001866,154.4493,-55.6519,  5.0000,671249280.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
001867,154.9467,-55.8363,  5.0000,671251200.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
001868,155.4488,-56.0186,  5.0000,671253120.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
001869,155.9556,-56.1988,  5.0000,671255040.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
001870,156.4673,-56.3769,  5.0000,671256960.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
001871,156.9837,-56.5528,  5.0000,671258880.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
001872,157.5050,-56.7266,  5.0000,671260800.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
001873,158.0311,-56.8981,  5.0000,671262720.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
001874,158.5621,-57.0674,  5.0000,671264640.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
001875,159.0979,-57.2343,  5.0000,671266560.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
001876,159.6386,-57.3990,  5.0000,671268480.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
001877,160.1842,-57.5612,  5.0000,671270400.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
001878,160.7346,-57.7211,  5.0000,671272320.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
001879,161.2900,-57.8785,  5.0000,671274240.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
001880,161.8502,-58.0335,  5.0000,671276160.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
001881,162.4152,-58.1860,  5.0000,671328000.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
001882,162.9852,-58.3359,  5.0000,671329920.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
001883,163.5599,-58.4832,  5.0000,671331840.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
001884,164.1395,-58.6279,  5.0000,671333760.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
001885,164.7239,-58.7699,  5.0000,671335680.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
001886,165.3131,-58.9092,  5.0000,671337600.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
001887,165.9070,-59.0459,  5.0000,671339520.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
001888,166.5057,-59.1797,  5.0000,671341440.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
001889,167.1090,-59.3107,  5.0000,671343360.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
001890,167.7170,-59.4389,  5.0000,671345280.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
001891,168.3296,-59.5643,  5.0000,671347200.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
001892,168.9467,-59.6867,  5.0000,671349120.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
001893,169.5683,-59.8061,  5.0000,671351040.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
001894,170.1943,-59.9226,  5.0000,671352960.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
001895,170.8248,-60.0361,  5.0000,671354880.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
001896,171.4595,-60.1465,  5.0000,671356800.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
001897,172.0985,-60.2538,  5.0000,671358720.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
001898,172.7416,-60.3580,  5.0000,671360640.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
001899,173.3888,-60.4590,  5.0000,671362560.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
001900,174.0401,-60.5569,  5.0000,671414400.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
001901,174.6952,-60.6515,  5.0000,671416320.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
001902,175.3541,-60.7429,  5.0000,671418240.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
001903,176.0168,-60.8310,  5.0000,671420160.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
001904,176.6830,-60.9158,  5.0000,671422080.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
001905,177.3528,-60.9972,  5.0000,671424000.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
001906,178.0259,-61.0753,  5.0000,671425920.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
001907,178.7024,-61.1500,  5.0000,671427840.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
001908,179.3819,-61.2212,  5.0000,671429760.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
001909,180.0645,-61.2890,  5.0000,671431680.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
001910,180.7500,-61.3534,  5.0000,671433600.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
001911,181.4383,-61.4142,  5.0000,671435520.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
001912,182.1291,-61.4715,  5.0000,671437440.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
001913,182.8225,-61.5253,  5.0000,671439360.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
001914,183.5182,-61.5755,  5.0000,671441280.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
001915,184.2161,-61.6222,  5.0000,671443200.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
001916,184.9160,-61.6652,  5.0000,671445120.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
001917,185.6177,-61.7046,  5.0000,671447040.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
001918,186.3213,-61.7404,  5.0000,671448960.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
001919,187.0263,-61.7726,  5.0000,671500800.0000,1800.0000,prod3b-v2,South_z40_50h,0.013,199.0
001920,100.6542,  2.1641,  5.0000,671502720.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
001921,100.8866,  1.7118,  5.0000,671504640.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
001922,101.1189,  1.2595,  5.0000,671506560.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
001923,101.3510,  0.8071,  5.0000,671508480.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
001924,101.5830,  0.3546,  5.0000,671510400.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
001925,101.8149, -0.0979,  5.0000,671512320.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
001926,102.0468, -0.5505,  5.0000,671514240.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
001927,102.2786, -1.0030,  5.0000,671516160.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
001928,102.5104, -1.4556,  5.0000,671518080.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
001929,102.7422, -1.9082,  5.0000,671520000.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
001930,102.9741, -2.3608,  5.0000,671521920.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
001931,103.2061, -2.8134,  5.0000,671523840.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
001932,103.4382, -3.2660,  5.0000,671525760.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
001933,103.6704, -3.7186,  5.0000,671527680.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
001934,103.9028, -4.1711,  5.0000,671529600.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
001935,104.1354, -4.6236,  5.0000,671531520.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
001936,104.3682, -5.0761,  5.0000,671533440.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
001937,104.6013, -5.5285,  5.0000,671535360.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
001938,104.8347, -5.9809,  5.0000,671587200.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
001939,105.0684, -6.4332,  5.0000,671589120.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
001940,105.3024, -6.8854,  5.0000,671591040.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
001941,105.5368, -7.3375,  5.0000,671592960.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
001942,105.7716, -7.7896,  5.0000,671594880.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
001943,106.0069, -8.2416,  5.0000,671596800.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
001944,106.2426, -8.6934,  5.0000,671598720.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
001945,106.4789, -9.1452,  5.0000,671600640.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
001946,106.7156, -9.5968,  5.0000,671602560.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
001947,106.9529,-10.0484,  5.0000,671604480.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
001948,107.1909,-10.4997,  5.0000,671606400.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
001949,107.4294,-10.9510,  5.0000,671608320.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
001950,107.6686,-11.4021,  5.0000,671610240.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
001951,107.9085,-11.8530,  5.0000,671612160.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
001952,108.1491,-12.3037,  5.0000,671614080.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
001953,108.3905,-12.7543,  5.0000,671616000.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
001954,108.6327,-13.2047,  5.0000,671617920.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
001955,108.8757,-13.6549,  5.0000,671619840.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
001956,109.1195,-14.1049,  5.0000,671621760.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
001957,109.3642,-14.5547,  5.0000,671673600.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
001958,109.6099,-15.0043,  5.0000,671675520.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
001959,109.8566,-15.4537,  5.0000,671677440.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
001960,110.1042,-15.9028,  5.0000,671679360.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
001961,110.3529,-16.3516,  5.0000,671681280.0000,1800.0000,prod3b-v2,South_z20_50h,0.013,199.0
