N	filename	GLON	GLAT	R_pwn	R_pwn_deg	distance	cr_fl_01	cr_fl_1	nh	age	X	Y	Z	v_X	v_Y	v_Z	v_3d	E_sn	M_ej	l0	t0	eta	eps	ebreak	alpha1	alpha2	Tfir	Ufir	Tnir	Unir
882	./spectra/ph_sed_pwn_882.txt	69.82110219472524	5.989321375853975	6.607587741975896	0.08682815979013218	8.720364487236028	0.0016766511359864926	0.0003952682430332428	0.047040514613686406	96997.68764316077	5.508308442214105	8.140430109592957	0.90990990990991	-108.8046994425996	154.38496040534625	-48.13778740316862	194.9113264954795	1e+51	3.4309785219324194e+34	3.140159707562235e+35	230414.7495922946	0.13225229156592852	0.5540682116895425	0.2874095336238397	1.1949701400637962	2.1574451089755646	30.69955438611451	4.568706951489817e-13	3378.798672913253	1.6024278246790713e-12
883	./spectra/ph_sed_pwn_883.txt	0.1967585817256901	1.7250105941361817	3.9746814838406928	0.02415688241538295	18.854457833007764	0.0002669937808343228	8.237199104205836e-05	0.07455059390783425	93901.82433713344	-10.345802152444028	0.0647183424493312	0.5675675675675675	-247.5133535772839	37.29349681731456	-475.290413258931	537.172823251309	1e+51	3.0659871609240247e+34	2.4228697714881566e+36	37860.96984624639	0.0906655749147313	0.3004260049972941	0.7203986703866431	1.1832022183901851	2.06042844943951	31.68736719642692	4.614040373708063e-13	3460.239927729237	1.0827134390548288e-12
884	./spectra/ph_sed_pwn_884.txt	41.564571347936095	9.525725627336337	12.451530601588994	0.2113720560680541	6.750342772163227	0.0009454247622814108	0.0015524856164225488	0.1460700530892341	86605.66374642737	3.518977868479465	4.416853564885629	1.1171171171171168	-152.5321049365584	115.02370012622394	65.47492073258339	201.94915169924045	1e+51	3.976950830676288e+34	3.286387025913862e+39	394.21366870468836	0.1318594809976038	0.07377988535541881	0.3023224001675869	1.6167929000592092	2.308501464427285	38.87593639330332	1.331070899840903e-12	3316.379871086969	4.135405960272816e-12
885	./spectra/ph_sed_pwn_885.txt	52.13603570287698	0.2608316758370771	5.172572836003042	0.047291814347056794	12.53352316952884	0.0009542612217096032	0.00686882611698767	0.6505598389584435	22940.412558460048	0.8071436839721332	9.894741494061703	0.0570570570570571	-42.37829019623828	-75.40316893749092	-155.27582899849762	177.7417802232864	1e+51	3.1046507501856423e+34	1.3136770721807938e+40	316.3157217827465	0.08777273486335803	0.5641663296118383	0.8384565667060213	1.3434562473066491	2.5764464819059962	38.614626108047204	9.095626257918173e-13	3225.0781032430978	1.2162985483752765e-12
892	./spectra/ph_sed_pwn_892.txt	-46.069043683503274	-0.038309274039749784	0.3135742534114449	0.002666841844645491	13.473975824655895	3.264367204234718e-07	3.6512423398099696e-07	0.9578902670850712	53767.44388068312	-0.8481215212352948	-9.703636812318653	-0.009009009009009028	134.2230979360961	-456.0719927239377	270.81895785384927	547.1383833179602	1e+51	3.9179801255354198e+34	7.464499349158724e+38	51.706508842290134	0.13938293965767354	0.5625745819722774	0.3611914885364915	1.5854709798707933	2.2121439595051746	30.57872889097225	8.482781867334228e-13	2817.3696808294703	1.9542799641515368e-12
893	./spectra/ph_sed_pwn_893.txt	-79.24996638541	0.17295146407880643	0.2762071375999796	0.003181505725734718	9.948436120414831	1.1370065878092159e-07	0.0005063388058588262	0.4361985952308387	79964.83369318624	6.644380262705952	-9.773799406056767	0.03003003003003002	-60.409949979780464	131.67931669474896	-11.975314595127099	145.36922872949359	1e+51	2.6419783744902794e+34	2.134458630142772e+35	185263.13470195702	0.12928144072712344	0.4873862541282469	0.6775490290408824	1.6302661910674945	2.1814933470682347	26.29384212111733	4.454067153588643e-13	2971.5950009715643	6.740746421821239e-13
896	./spectra/ph_sed_pwn_896.txt	43.63354095578206	-0.3179314694197735	0.08428075888693708	0.0013727473145842136	7.035427024557438	4.3603175294873023e-08	3.861942148111774e-08	2.8899757804321133	23482.722658102666	3.4080612075464805	4.854674933011582	-0.03903903903903905	218.59283012246442	210.11108226677976	-402.5062859924144	503.92539381903885	1e+51	3.214125168828585e+34	1.1717647589926014e+34	1289008.5194121213	0.12375022833522045	0.4482822446702721	0.25615004551341114	1.3877286004288787	2.238172581968392	20.809820191853376	3.0262474426595884e-12	2959.735066867973	4.37394005257932e-12
898	./spectra/ph_sed_pwn_898.txt	5.92367159253315	-0.06498437596018858	3.2260134014926534	0.01551339090725961	23.829341908070532	1.1701237790199262e-06	3.9579950786074005e-07	0.1822490635232664	71336.2223787896	-15.202084262758985	2.4592695892498453	-0.027027027027027084	52.06066598977311	-6.538308706116347	71.21405744575188	88.45622873445399	1e+51	3.8668845114470573e+34	3.346275407663881e+37	1269.9130570120053	0.061891946640228075	0.4033288473356727	0.2682756207162681	1.4489629658585317	2.436948993242212	26.44120620872491	1.234624311521787e-13	5023.643299828708	2.0605339674766173e-13
899	./spectra/ph_sed_pwn_899.txt	-50.01962336617177	-3.681347521938259	0.06326380478739645	0.0004270029479249044	16.977629910076	6.887188485421561e-07	6.835405377919321e-07	0.009181118034149224	323.0871465515928	-2.3860461833954374	-12.982512062462185	-1.09009009009009	92.01211992587929	-223.5460954615026	176.2141558620803	299.1496544131769	1e+51	2.232362808922356e+34	3.9451602183148115e+35	53280.19957384289	0.09813541660840293	0.3999179314365425	0.7242432933474577	1.1619731306088557	2.3211115831400555	27.93961333668836	2.596390640861016e-13	4340.262985268027	5.987638604742279e-13
900	./spectra/ph_sed_pwn_900.txt	15.199216774669699	0.37525260837427415	1.1963248437858296	0.013590056954002314	10.087428393000357	9.533538589728444e-07	9.091177902310145e-07	0.8788582281028486	68182.4475582346	-1.2343621600893049	2.6446247739605275	0.06606606606606602	-150.76941186511533	-16.067159194080883	208.34170336306164	257.6738918069557	1e+51	2.4321896070905525e+34	9.471758942842254e+40	3.897116673436436	0.08214013430120072	0.3969727364427999	0.7190943693500652	1.1897738557729718	2.651236712208739	39.31085604409087	3.7378193900616014e-12	3316.3076222529944	1.2187902942281025e-11
901	./spectra/ph_sed_pwn_901.txt	39.589383850821996	0.34006902640967496	0.3109547215356182	0.003201203120637174	11.131060712930806	1.260781186564698e-07	1.7772063942086428e-07	1.4615296159728788	27919.47720363055	-0.07779309399337457	7.093490925243063	0.06606606606606602	38.117523080094706	-66.44312597063434	218.21445904499402	231.26864182333603	1e+51	2.3172412656770605e+34	1.3316043255465424e+40	20.825287618082868	0.11483212372231935	0.6217390006978416	0.4960294018181163	1.5586128357158826	2.5764361585895967	35.273535659482704	1.9232853434079692e-12	2622.942840026912	1.8686968960600613e-12
903	./spectra/ph_sed_pwn_903.txt	10.747061626923957	-1.6493302320436645	1.6286304206891884	0.015420072317288242	12.102880624565925	0.0008422916085353696	0.000784902343715614	0.3078407925739921	2897.727969153009	-3.385669423056786	2.2559333337909635	-0.3483483483483484	-252.29102065830003	-12.071545916299884	-186.0395553334944	313.69921497240057	1e+51	2.6680710186503193e+34	1.4423832024328006e+37	7640.784977547773	0.1008572976141673	0.17681051700419698	0.21283868720669125	1.2871394249746697	2.6455024578515998	38.00307827855743	3.497432091987433e-12	3536.19263920052	9.965694611609402e-12
907	./spectra/ph_sed_pwn_907.txt	15.38436925702395	-0.08036148382895497	3.077901328476194	0.020591440121989914	17.128549265340318	0.0016360823618932216	0.0005286817790344461	1.1190189458799589	4711.825009894932	-8.014779661067202	4.5440813733758265	-0.02402402402402404	585.7494756095928	40.678511372749966	-151.2005399171011	606.3157533295986	1e+51	2.338692128951017e+34	4.0796937820517455e+37	2346.875307234745	0.11373496054161646	0.345128547086734	0.19270832428008652	1.048877377380746	2.032959605613666	41.8386992488912	8.226249957583214e-13	3304.3222878820948	1.5906821812534651e-12
909	./spectra/ph_sed_pwn_909.txt	-5.459773794447319	0.2173854903193764	5.354550064951684	0.04080121064529895	15.038429654510873	0.0008930927970138691	0.000311749319495485	1.9252929847847111	56122.16923394418	-6.470096225590777	-1.4308493849685104	0.0570570570570571	343.25736190827286	-51.77938293172795	-132.309109827105	371.5002308804915	1e+51	3.4689415090304966e+34	3.327651460394333e+39	183.2966774202628	0.10024686609373272	0.27338359429505843	0.31217148836567105	1.450932292644329	2.0515445083374875	35.323320857491034	1.7736688847493817e-12	2923.7103829250677	3.9675827378210215e-12
911	./spectra/ph_sed_pwn_911.txt	71.37970384716367	-3.9691235208124844	0.8717308493323496	0.015770700310069743	6.334087427283468	0.03184521094950121	0.010425289663739937	0.16103605333658624	28860.35943892888	6.482408252052248	5.988134835721666	-0.4384384384384384	-336.0958499835438	87.25845125263882	-39.35818950144893	349.46176439204606	1e+51	3.4595382788589233e+34	2.0097983406510087e+37	858.289853478547	0.08186531109902398	0.6275999296760104	0.5866322063118451	1.6535366908287468	2.3592835559676564	30.407556920536546	7.119008598567923e-13	3756.210808416925	1.392281245635691e-12
912	./spectra/ph_sed_pwn_912.txt	-18.87050662880777	-0.5807959967855126	2.8751319247600047	0.034753468196138296	9.48008432998012	0.0056013727831330075	0.0020386941993999325	0.5387514644069908	5204.0391111036415	-0.4700876131101482	-3.0659896700702687	-0.09609609609609604	170.95472179621143	-142.6944305834397	-87.8486242666159	239.38378852689502	1e+51	1.53748103410113e+34	2.1365686414609388e+36	12053.030322759805	0.07921016735196038	0.5772434693690479	0.7461304583032786	1.1574284841343616	2.36138128602519	35.110375708997886	4.873120455312948e-12	3200.6196390257396	1.218545255269468e-11
913	./spectra/ph_sed_pwn_913.txt	53.908808158787735	0.07470150525900726	2.669759019570541	0.016602960033433447	18.426343200106032	4.612479151747255e-06	1.9895692861585177e-06	0.19892303041222995	92937.06104155052	-2.354436140424687	14.889955092202456	0.02402402402402404	-57.35960525256133	-60.748487431665716	309.63732417243324	320.71135863986706	1e+51	2.290298909904236e+34	1.434631177466961e+39	184.8348630136301	0.08383282712117117	0.5308726918041738	0.19672075037962208	1.2244706566399568	2.5359399408598926	27.361338848108968	1.883247860553781e-13	2401.0497100691487	2.2410278249199959e-13
914	./spectra/ph_sed_pwn_914.txt	-9.00358474963461	-0.7973434022946618	2.9388938019378137	0.03392591946509816	9.926698775690497	0.004334390101956148	0.006468805849000266	0.1140609424626982	2676.1100641320645	-1.303438109500545	-1.5533408097643335	-0.13813813813813813	76.69213958480759	-311.6150535969863	52.88706984370482	325.2424757915257	1e+51	1.7511941397633164e+34	2.180046393885052e+38	2126.0748652915195	0.1104439170310194	0.6563907394875361	0.2589911863851675	1.240072995347297	2.6855147699601907	39.93841410139526	1.8865114955012024e-12	4677.00154496809	2.2420248993676376e-11
920	./spectra/ph_sed_pwn_920.txt	-99.71427554355178	2.995364873154005	6.133477162664675	0.09943226237426173	7.0685709844704965	0.00011993723703383706	7.515495633523963e-05	0.09160532686711016	51751.72693441407	9.691085566775623	-6.957699131472175	0.36936936936936937	-176.1202562479319	-2.664532164248955	-26.302960238991734	178.09348699440272	1e+51	3.847452096824736e+34	1.332683548167158e+37	2137.7600738678752	0.09267197454948843	0.4797352471774227	0.5910373582788991	1.0385164511304883	2.4637302388403794	23.430791968264646	4.056981032050595e-13	3704.4309471606407	7.506817903738573e-13
921	./spectra/ph_sed_pwn_921.txt	-39.723792216921844	-4.901643015311619	11.34885728620632	0.3458192077375818	3.7605414288168766	0.016756205635840418	0.004149979485122398	0.3598862200699291	49584.84137987001	5.618216639945189	-2.3945248196716595	-0.3213213213213214	-25.24613380674832	232.57786318712863	283.5960792687478	367.636458874096	1e+51	2.26876302871618e+34	1.9909934142641115e+39	346.68813820745453	0.1126970128055189	0.4979947711550803	0.8744964024472129	1.690407809112854	2.0377360288982227	35.544479135882845	1.6417087525697286e-12	3668.4651916630814	4.981488728501448e-12
922	./spectra/ph_sed_pwn_922.txt	18.948781264348735	3.385986911757138	2.0528517212735222	0.017328181659772752	13.575542814410243	2.3901621439675424e-06	1.0580269280766045e-06	0.2098872353913931	61973.41634529548	-4.317459229830128	4.400592626925999	0.8018018018018018	25.512109103779	176.72693706932208	117.29330448263504	213.6375371354093	1e+51	2.637004513856774e+34	4.962542200189108e+38	159.68911689465858	0.11927843928908195	0.4569952064527855	0.5698054896050814	1.1109756549313268	2.5819712634396543	28.979641945243905	2.2689901647961117e-12	3322.4921585464617	3.681324892662698e-12
925	./spectra/ph_sed_pwn_925.txt	49.850089191289136	-4.5639627243351155	22.52877119226738	0.2011934087264767	12.831416393435571	0.0007973247849207584	0.000786591057165124	0.04035387726545128	96678.6526595832	0.25266913859122697	9.776722170483053	-1.021021021021021	-107.93474169965737	115.07996673498508	104.30271800801926	189.1358352966392	1e+51	2.5457642039079084e+34	1.186806206064959e+39	1039.9663989728097	0.10512071593768828	0.2724349507209697	0.20843876786079768	1.1390927171595018	2.346483361331037	33.064682259045725	5.249472689878999e-13	2542.170044102312	1.3999090327989279e-12
931	./spectra/ph_sed_pwn_931.txt	12.17699515688618	-3.048612833830222	5.129988238017488	0.037720616674220636	15.584402294575307	2.3700322409708963e-05	1.3748273590483584e-05	0.14246903746174494	66671.62098891106	-6.712204330765957	3.2826021767329405	-0.8288288288288288	-77.384063517169	-163.3898649297623	195.341830991753	266.16343134135803	1e+51	2.8114578758794907e+34	5.597402762162282e+37	2770.3271214006672	0.11733088599713926	0.12199725282726713	0.26318448345141204	1.1440309219570617	2.598265388164688	39.12065039318581	1.2159970311098068e-12	2580.439329897165	2.1829033756971265e-12
932	./spectra/ph_sed_pwn_932.txt	-11.246457305398689	-2.3334840061176694	3.9632412837990487	0.02932176925887515	15.488627369316092	0.003801235753373082	0.01567406508861481	0.1920073044659998	27046.842198227598	-6.678607560096882	-3.0182371228595954	-0.6306306306306306	202.71466799722268	-178.2962634919465	155.25579960142005	311.4276119843745	1e+51	3.1611529944650214e+34	9.915196220458504e+36	42898.60010385991	0.12979744011807642	0.3844934146486243	0.4441208686921901	1.2049141248736186	2.0211140096251987	36.18787439624297	8.155019403900539e-13	3527.345055517443	2.614312220704889e-12
936	./spectra/ph_sed_pwn_936.txt	54.97112937470015	-5.529070024943316	21.25034410427599	0.26941193338628183	9.038545855676338	0.006146929198493368	0.0035814944696598017	0.10688047190917413	73374.93001542555	3.3361105830307163	7.366894949756317	-0.8708708708708709	321.0031078003307	258.7955968918788	4.538259146681248	412.35755356750406	1e+51	2.463050364630836e+34	1.513995387329766e+38	5671.303062975283	0.10709794479380967	0.2144499180875706	0.4161908655953988	1.5755521857335997	2.462474341041163	29.67110339453504	8.874004912125041e-13	3817.6411244531732	2.3652362841810097e-12
939	./spectra/ph_sed_pwn_939.txt	23.492821374362364	2.6010230689246825	3.518500977412911	0.024371760176794325	16.54334710314868	3.109744685882122e-05	1.2977941889531354e-05	0.07424189277722748	43802.47195632475	-6.6564386253344665	6.587949216711862	0.7507507507507507	-324.549303892466	4.630462873999952	-132.8963324845817	350.73512374919665	1e+51	1.8715778668965601e+34	5.016962355532027e+36	10924.989846637429	0.09594735734855396	0.2274963190359016	0.3577710440589392	1.0018441928991992	2.4724604685026517	35.63638975588047	7.740495389208927e-13	3708.8990181347967	1.6501804754531556e-12
940	./spectra/ph_sed_pwn_940.txt	21.06631797554161	0.10967889381148412	6.048336234318219	0.08836140301639073	7.843783659729757	0.005412901648677626	0.003447682489694456	1.8931701516972488	54195.78735557714	1.180469015247133	2.8194295191067247	0.01501501501501501	-36.12091406926452	-188.16013379477118	-41.805234437620676	196.1036307905843	1e+51	2.2285216702870872e+34	1.1111022823758735e+38	5198.577102748356	0.09988782269713643	0.2099716169069436	0.38208994673147	1.6668017415499132	2.1249861435729707	34.704372843007675	4.310315892114822e-12	4221.743437007599	1.0581706489570144e-11
941	./spectra/ph_sed_pwn_941.txt	-0.3817310104387228	-0.1406193987395638	15.604179347731955	0.2087661110492852	8.56508423076504	0.07887107870172233	0.03821410811536023	0.003888873937667213	63155.88188903152	-0.06486834113291574	-0.05706396265823585	-0.02102102102102099	-264.86828385886685	-11.815965128973696	42.04128444879549	268.4442110092429	1e+51	2.6068368836815443e+34	2.030699754069325e+36	32862.53914645687	0.09350396775039052	0.6156558871463367	0.212546258888988	1.146884820907853	2.2764397269472556	37.55118933079953	3.2386506075747418e-12	2089.4378695104274	5.096198035365028e-11
943	./spectra/ph_sed_pwn_943.txt	80.66130407347028	7.239610888612118	1.090883174960321	0.02149916567370067	5.814458094071388	5.7372236722566434e-05	5.4394977604051274e-05	0.07335806022223565	79260.82265094905	7.5640081320065375	5.6916557251071	0.7327327327327327	82.56449816584852	151.6788855234225	116.83267430223185	208.50240875255452	1e+51	2.0302809069076287e+34	1.0797335752775072e+36	38513.242525122434	0.08737789019926476	0.591088477804814	0.12830534002083316	1.5341775444228958	2.13517500799611	34.232883800824546	7.076529712878884e-13	3788.787303660818	1.52710431147874e-12
945	./spectra/ph_sed_pwn_945.txt	35.60022600998285	-0.15250071972611406	2.551913346894991	0.02356236196979147	12.410797899219904	0.0017065592364966656	0.0012796230994448047	2.1238745040502485	4070.087923955523	-1.5911649739914246	7.224624750234335	-0.033033033033033066	-156.2006837763861	-101.74772909507529	-11.594058473379715	186.7770761632689	1e+51	2.850087411053109e+34	1.9910737314399357e+37	19372.08977361508	0.1154442469503415	0.5492114037724479	0.4956748014054184	1.6681931601887414	2.585320360087522	22.628471803522924	1.769966252873561e-12	3711.565500446675	2.1266428220544263e-12
946	./spectra/ph_sed_pwn_946.txt	-28.080965361996682	-2.582156694148299	0.5099575247311627	0.0029819233378647367	19.59702551748083	1.1914346331351582e-07	2.2625403918099914e-06	0.017001328441866068	87091.13088994191	-8.772572698507103	-9.215321986924495	-0.8828828828828829	194.4044501086393	-4.861344919126111	-147.59244099149353	244.1316274764346	1e+51	1.7669003378944534e+34	3.398823982080428e+35	68392.70296169828	0.08743706974723782	0.6408166901623975	0.3779253738983464	1.0376192163728029	2.6231242479965005	29.50433915554402	2.445009732997638e-13	2790.327142004037	4.386765976232939e-13
947	./spectra/ph_sed_pwn_947.txt	-13.664117063368199	-2.38781788840935	6.6256702506617104	0.0693003974847261	10.955860874253466	0.0015967895613377323	0.0004571160084045047	0.20406177487956345	8180.80326399475	-2.1365363283237486	-2.5858518781257267	-0.4564564564564565	-108.83023714917536	-42.38824393641245	-155.98752205685474	194.8663408067086	1e+51	2.4971893690047644e+34	1.0091080399526998e+39	85.28719127644864	0.12731377395064936	0.18507660564009687	0.3783478458721308	1.5837930240547125	2.0593295077313067	42.374154261732	4.0468476081087474e-12	4089.572509295598	1.0380904445864293e-11
948	./spectra/ph_sed_pwn_948.txt	9.766361698994412	1.4758612343584558	2.8657375450969362	0.023276771684219735	14.108026638799313	1.0355733756119444e-06	3.0658804103997123e-06	0.3539255442034133	82712.51503760299	-5.398955993431066	2.3923638937049025	0.3633633633633634	-651.3649108231904	-277.7897183995965	149.102127408721	723.6537978191202	1e+51	2.3121543207439533e+34	9.828005061332316e+37	1184.5836657815373	0.13196377823744992	0.2593822934210524	0.6332384594098633	1.2892296034839668	2.098900960864954	28.184357500836807	1.4930427116884143e-12	3013.084397500149	6.044937191634588e-12
949	./spectra/ph_sed_pwn_949.txt	24.55193974929328	0.2579963868726619	3.360549162398448	0.03396625505178399	11.337444237059724	0.03015325232158893	0.01431035243137516	2.5611298401622693	2677.319239010534	-1.8122643236518559	4.710864054264612	0.05105105105105101	-91.04108916106564	221.06755726682982	64.81770029978958	247.7108779680649	1e+51	3.9561219868544994e+34	3.679110789125051e+40	88.54600730259321	0.07734302801127517	0.15804647627786078	0.3993726910632504	1.0417831226525611	2.0168946910151813	46.20737824991895	6.320144892276716e-12	4106.5147639162815	7.854440648648277e-12
951	./spectra/ph_sed_pwn_951.txt	8.378483214193604	-0.13726017796751697	0.8692763018722789	0.004182371531640408	23.81704392484919	8.910278567141258e-07	2.394492919244814e-06	0.16195544960235853	56307.074258238616	-15.062779930799833	3.4704074318633444	-0.0570570570570571	43.59448759085003	155.8247970958288	355.6254320359878	390.7061487218342	1e+51	3.976950830676288e+34	7.867557564759355e+35	52521.366539633476	0.06912400181887879	0.464252464372493	0.28852835483878464	1.3540216181657518	2.2014718820703747	41.936974731847	1.232225041651928e-13	3627.899064470172	2.4104063044040875e-13
954	./spectra/ph_sed_pwn_954.txt	-68.01549506259039	0.7748774996589016	6.551080356467327	0.1352278527334334	5.5513498312618745	0.0013729200402933612	0.0007959655099242444	0.8974619489829629	90907.80819350896	6.422009863618627	-5.147213389325863	0.07507507507507505	-50.33483166521239	39.92819023471179	-304.39666224108106	311.10317201484037	1e+51	3.4913531921678e+34	7.116177680751793e+39	95.29405094787724	0.08994418263444473	0.6577039553838397	0.4449569906910824	1.1978980934247814	2.462913691325316	43.33366781423229	1.6711006163812606e-12	3469.020882594379	2.03097801622318e-12
956	./spectra/ph_sed_pwn_956.txt	-38.09387848714036	3.521675592886057	4.61741646722898	0.034034702846029954	15.546393685654786	0.009375347759159868	0.008195035997147953	0.035905915816877264	41575.10825289772	-3.7119222379441545	-9.573263441365171	0.954954954954955	15.003928367904873	88.78404326522156	-37.49648088303455	97.5382503615978	1e+51	2.5428476277400238e+34	2.3383199906196725e+38	1296.583887880134	0.08601990469782506	0.2871773772260469	0.4080787438815665	1.1105417801650177	2.6995723143291155	31.92868991307768	4.2756709193092856e-13	2964.372211567981	1.6145427388968145e-12
957	./spectra/ph_sed_pwn_957.txt	34.18283745511718	-3.5417917378179515	1.583279557444295	0.013235157519430924	13.708221407143226	1.2755398855867782e-05	4.782260845601097e-06	0.1059785550776602	79238.71933344386	-2.8184515839854205	7.6870565437118525	-0.8468468468468469	-326.82188900240925	83.10960131663784	-297.8905289971338	449.9539090043622	1e+51	3.8696037538702622e+34	1.3387291355566281e+35	490895.9991041065	0.14747517102967891	0.3666268682342387	0.6428355378108799	1.5015311497887858	2.083675825426164	34.729694877261736	9.038103716421363e-13	3146.547924349054	1.5125157132510413e-12
958	./spectra/ph_sed_pwn_958.txt	-37.743972862424656	0.10645198382781548	1.7563426210153583	0.0415064555557055	4.848932563016112	1.6311001833879422e-07	2.6108557097560196e-05	3.844956865591989	96299.39203318194	4.665693940596388	-2.9681918538489733	0.009009009009009028	284.0899529406666	-394.5943914078874	-437.57583650540164	654.1287700336939	1e+51	2.15525314415542e+34	6.272482066140995e+36	13128.619741921235	0.08675216479658056	0.12443518323599025	0.30746433833899584	1.617799746644837	2.1713627249170084	24.848545734070054	3.4356904547195635e-12	3364.6746659346613	5.361056649316074e-12
962	./spectra/ph_sed_pwn_962.txt	-29.035814332218408	0.33127113224337085	4.543214117332892	0.05896163691642232	8.829704060913135	0.002021684410814976	0.001879840782163602	2.3493329968235668	20815.096329611682	0.7801731504414406	-4.285480253872052	0.05105105105105101	-150.90836560386214	-213.98847977787983	388.6166411290125	468.6014277072497	1e+51	2.4130719179590597e+34	3.7347666074676684e+39	373.53490521854064	0.10516119068652403	0.3067290648560358	0.5785792850356437	1.5158066374652648	2.512928439604215	50.91593367545053	4.775685403577817e-12	2491.5123608564622	7.752236855273599e-12
963	./spectra/ph_sed_pwn_963.txt	-96.76702670632649	1.1069987739217573	0.3378579567936166	0.020756170770781544	1.8652606365746405	6.22357819741272e-06	4.747727207137576e-06	1.1557721685375402	48559.7535765445	8.719747310963267	-1.8519205614134897	0.03603603603603602	284.5019264160204	-382.15249669624666	40.17775055817872	478.1172748453217	1e+51	2.4011926300328813e+34	6.671226510131492e+36	16052.79957608385	0.08082680407053587	0.6247470237873429	0.587165196612093	1.2583740692534109	2.109997824929565	26.558334895877127	1.0434139756226194e-12	3173.408731414569	1.3325503436991135e-12
964	./spectra/ph_sed_pwn_964.txt	21.807764631147133	-0.648586269723414	0.14087472408638038	0.0017385922466037014	9.285129556409514	1.271307669081376e-07	3.068644456053829e-07	0.5502393370070662	73777.94260706246	-0.12009149468307115	3.4491457521367415	-0.10510510510510518	371.12691966479605	158.68910241100875	-71.62989502869762	409.9369019565253	1e+51	3.2922784253653038e+34	2.1787525219823865e+35	309427.043126897	0.15147498499329265	0.09842810762010347	0.32922104318691403	1.0379565621612417	2.4544118340819847	47.313075075588856	3.389969103430385e-12	2778.003458035657	1.2443267025411213e-11
965	./spectra/ph_sed_pwn_965.txt	71.9467477204937	2.648524920549428	12.80934524606576	0.11825419682219294	12.412589126329383	0.037668444179826815	0.043967391519080586	0.039411984688207766	34754.539074587585	4.657437754798858	11.788897215877455	0.5735735735735736	174.57317277080548	328.57234499087133	-193.06682015684112	419.17821459319634	1e+51	3.976950830676288e+34	1.0062212093290448e+37	76794.41861787702	0.0940919820050454	0.4552237052873521	0.7126878313307088	1.1782989789119265	2.5936339336061076	38.630632204569395	2.2793505438642485e-13	3523.225056593333	6.858059632383239e-13
966	./spectra/ph_sed_pwn_966.txt	13.229639958216262	3.370538377363822	8.667842975646689	0.0566943476406475	17.51958276504312	1.935271627963994e-05	1.564703611953587e-05	0.047227153637647984	83071.00624049897	-8.525123073619111	4.002499559844355	1.03003003003003	-88.81669267041602	98.74659158488949	12.458721960116007	133.39607940049652	1e+51	2.8605048361745034e+34	1.3877368782660797e+40	47.325262312313356	0.09105457714374976	0.24816596118836226	0.2736914056849244	1.0606332576195543	2.0842766804196	38.906053569301065	5.878314622947409e-13	3374.1245647782953	1.4403905745806703e-12
967	./spectra/ph_sed_pwn_967.txt	-39.98421374303037	1.4058213260329335	20.531531150019244	0.15134824406778874	15.545173358042918	0.00014129448645351707	0.00015485033274469155	0.11842825097605325	98987.25684844062	-3.407461103327266	-9.985956791729633	0.3813813813813815	76.49969989632619	-214.57202496436022	36.13267303462232	230.64892811838718	1e+51	3.673548090481112e+34	7.265273763871525e+38	1241.224845177444	0.0800142813260769	0.0778631975327527	0.24433612598121954	1.6799700497852308	2.510015971356494	35.1228941185884	5.490008606418869e-13	3872.2292296418514	1.181777165522112e-12
968	./spectra/ph_sed_pwn_968.txt	-35.23281266459451	5.8831151683627345	3.5100356868691405	0.08270301005791592	4.863428573754514	0.009243504825684656	0.005674203077563757	0.32136804429581856	26903.47722577873	4.548403299228676	-2.790935372497865	0.4984984984984985	305.31794837636636	-199.3565718391033	-245.35966929669064	439.5036514678514	1e+51	3.0159825760649727e+34	4.1074607468960087e+36	21457.689380503813	0.09734248545261498	0.5685774949271094	0.4421350223920805	1.3571231040159866	2.2039005308407607	29.57101278211864	2.1199971777065162e-12	1995.3895816508746	5.09288270567159e-12
970	./spectra/ph_sed_pwn_970.txt	59.17054202563503	-3.8456572477277726	5.192854594788074	0.059596370747535314	9.98478735781851	1.5124428668686447e-05	6.752953516331533e-06	0.09071453911856606	53063.788963867024	3.394473878583833	8.554596667167543	-0.6696696696696697	183.49955732742228	-52.738103005031824	-32.66505886704779	193.7018356100865	1e+51	3.781229175821836e+34	9.593385161992853e+37	329.4025194515557	0.10039455297778427	0.517829060655659	0.552715424010178	1.1943704604940022	2.4397208604143685	28.45425844027906	7.902130703397426e-13	3109.1906404824813	1.7949051639935718e-12
972	./spectra/ph_sed_pwn_972.txt	40.39015037893554	-9.121767031785845	7.833648326466768	0.15237709600655994	5.8910944082619325	0.0006705651095912815	0.0008881340565266778	0.19061429762991025	56919.28357528406	4.069793175550485	3.76908851404456	-0.933933933933934	183.41742313599758	50.085580902308905	-115.08288413986445	222.24892968498364	1e+51	1.267926951467853e+34	3.8872010616171124e+38	1088.6637054412379	0.11473455127766792	0.08956992855508554	0.3910119188001548	1.3046799727302416	2.5209181003102987	36.58655791524894	1.2228813244872856e-12	3172.2997774374126	5.14074622210997e-12
